v	AT1G05660
v	CKX3
v	AT5G44330
v	AT1G11590
v	AT1G52000
v	AT1G26390
v	AT4G01080
v	AT3G10890
v	AT1G08260
v	SULTR4_2
v	ATNRT2_1
v	AT3G12900
v	AT1G73805
v	AT2G43000
v	AT1G52070
v	AT3G32040
v	ATEXPB2
v	AT2G25150
v	AT3G23060
v	AT4G08160
v	AT1G11080
v	AT1G06550
v	AT1G72360
v	SYN2
v	AT4G22960
v	AT1G52050
v	AT1G14240
v	AT3G01680
v	AT1G47600
v	AT1G21910
v	ABF1
v	AT1G78990
v	AT1G35290
v	AT2G25140
v	ATMG00430
v	AT2G29150
v	AT4G19750
v	AT2G28780
v	AT1G24280
v	CYP703A2
v	AT1G50850
v	AT2G43890
v	AT5G48020
v	AT3G29590
v	AT2G44080
v	ATGLR2.3
v	AT1G02813
v	AT4G08410
v	AT5G50590
v	AT3G57620
v	AT2G22590
v	AT3G21500
v	LFY
v	AT5G37990
v	AT2G36710
v	AT2G17845
v	AT2G04850
v	AT3G49160
v	DREB1A
v	AT3G50200
v	AT1G72660
v	ATCG00280
v	AT2G24980
v	AT2G20720
v	CYP705A5
v	ATHSFA2
v	BFN1
v	AT2G04050
v	NIR1
v	AT5G52160
v	AT2G23580
v	ADPG1
v	IAA29
v	AT2G20870
v	AT4G32105
v	AT1G59860
v	AT1G65390.b
v	ATMG00440
v	AT1G15360
v	AT1G12610
v	AT4G12920
v	AT3G53960
v	AT1G18740
v	AT4G08380
v	AT3G17010
v	AT3G19430
v	AT3G20340
v	ATGSTU12
v	PR4
v	AT3G08970
v	ICS1
v	AT2G23550
v	AT2G17850
v	DOGT1
v	AT2G44550
v	LEC1
v	AT5G44440
v	ATA20
v	AT4G37290
v	AT2G30650
v	AT2G33020
v	AT5G10100
v	CRU3
v	AT1G72940
v	AT5G22555
v	AT2G20340
v	AT1G61240
v	ATCSLG2
v	AT5G53680
v	AT4G25040
v	AT3G15510
v	AT5G05890
v	A.P.R.1
v	COR15A
v	AT3G02620
v	ATBRCA1
v	AT5G07870
v	RPP5
v	AT1G72110
v	AT4G32950
v	AT4G36350
v	AT1G48300
v	AT2G14620
v	ATCG00540
v	AT2G17660
v	AT1G32770
v	AT1G51410
v	CER1
v	AT1G21850
v	AT1G18400
v	ATCG01050
v	AT1G49000
v	AT3G25010
v	XTH3
v	AT3G55120
v	IRT3
v	ATMG01020
v	AT1G64460
v	ATCG01010
v	AT1G23240
v	AT3G19680
v	AT3G04170
v	AT3G22090
v	AT1G29510
v	AT1G52820
v	AT2G38240
v	AT2G19070
v	AT1G29460
v	AT1G03905
v	AT3G05460
v	AT3G02670
v	AT4G21340
v	ATMG01090
v	CCA1
v	AT5G45180
v	AT3G30350
v	AT3G28890
v	AT4G17870
v	AT5G03260
v	PLT2
v	AT4G27654
v	AT4G21630
v	AT3G19200
v	AT2G18490
v	AT4G37390
v	AT1G51490
v	MBP2
v	AT4G20420
v	AT1G64360
v	AT3G17130
v	AT2G18370
v	AT3G31415
v	AT5G22860
v	IAA6
v	AT1G50050
v	AT3G54730
v	AT3G24900
v	AT1G68040
v	AT2G41810
v	AT3G52160
v	AT4G34470
v	AT5G49170
v	AT3G03840
v	AT1G06830
v	AT2G39370
v	AT3G55720
v	AT3G10080
v	AT2G04570
v	AT1G16850
v	AT4G03156
v	AT1G68270
v	AT2G39330
v	AT3G29430
v	CYP705A24
v	ATCG00810
v	AT1G24030
v	PAD3
v	AT1G09500
v	ANNAT3
v	IAA31
v	AT2G17080
v	AT2G25440
v	AT3G23220
v	GLP4
v	ATCG01070
v	AT1G08340
v	AT3G54580
v	AT1G41700
v	AT3G50990
v	AT4G24350
v	ATRAD17
v	AT5G39660
v	AT1G33950
v	AT4G12910
v	AT3G02550
v	AT1G54050
v	AT5G33370
v	AT3G23770
v	AT3G09440
v	AT4G15690
v	AT5G37690
v	AT3G06460
v	AT1G66080
v	AT1G06160
v	ACS4
v	AT5G40010
v	MYB85
v	ETC1
v	AT3G23530.b
v	AT4G02170
v	AT1G56160
v	AT1G31050
v	AT1G59930
v	AT1G75230
v	AT1G20130
v	AT3G05640
v	AT2G31930
v	AT3G26860
v	AT1G27360
v	JMT
v	AT2G07715
v	COPT2
v	AT1G29080
v	AT5G49070
v	AT3G09940
v	AT5G09520
v	AT1G61810
v	AT_HSFC1
v	AT1G28710
v	AT5G38030
v	AT1G33055
v	SBE2.1
v	AT1G26380
v	AT3G45680
v	AT5G11400
v	AT4G18395
v	AT1G52410
v	AT5G03590
v	AT2G36690
v	AT1G45190
v	AT1G02310
v	AT2G45750
v	AT4G11760
v	AT4G23493
v	AT1G50040
v	AT1G50090
v	AT3G03830
v	SRG3
v	AT3G43190
v	SMZ
v	AT4G28320
v	AT2G04430
v	AT2G41230
v	CYP71A16
v	GRP18
v	AT4G23300
v	ATMPK13
v	AT1G74870
v	AT1G36280
v	JP630
v	SHP1
v	AT2G21195
v	AT1G49200
v	AT5G39130
v	S.E.P.2
v	AT3G58540
v	ATHSFA1E
v	ATGLR2.8
v	A.P.R.2
v	CYP86A7
v	AT2G37880
v	AT5G11920
v	GLIP1
v	F3H
v	AT1G13330
v	AT5G35490
v	AT1G72290
v	CYP710A4
v	AT3G56360
v	AP3
v	AT3G19710
v	AT5G52710
v	AT2G38185.b
v	CYP79F1
v	AT2G03740
v	AT3G62600
v	AT1G34580
v	AT1G74090
v	HY5
v	AT3G43110
v	AT2G07722
v	AT1G56360
v	AT5G41280
v	ATMG00650
v	AT2G40300
v	AT2G13810
v	AT1G66860
v	AT1G56100
v	AT1G59660
v	AT2G31110
v	AT1G43910
v	AT1G77530
v	AT5G10120
v	ATMG00290
v	CYP82F1
v	AT3G42725
v	AT3G07450
v	AT1G03070
v	AT3G08860
v	AT1G71740
v	AT2G07673
v	AT1G09080
v	AT2G32860
v	AT2G41400
v	AMY1
v	AT3G12320
v	ATPME1
v	ATHK1
v	AT2G26660
v	ATCG00840
v	AT1G31710
v	AT4G23610
v	AT1G62560
v	ATPRB1
v	AT3G03480
v	AT4G09090
v	AT1G34510
v	RPT2.b
v	AT1G09210
v	AT5G45082
v	AT1G61280
v	AT2G21430
v	ASK16
v	AT5G54060
v	ADH1
v	AT1G51280
v	ATCG00480
v	AT3G05730
v	ATMG01220
v	AT2G26820
v	PCC1
v	AT1G08065
v	AT3G05950
v	AT3G11390
v	AT2G34740
v	AT2G25470
v	AT4G21440
v	AT2G32680
v	AT1G29020
v	AT1G78410
v	MYB122
v	AT4G33550
v	ATCG01230
v	AT4G27140
v	AT2G18620
v	AT5G47330
v	AT4G08780
v	ATA27
v	ORG1
v	AT1G09370
v	ATCG00730
v	AT2G12300
v	AT3G25830
v	AT1G13370.b
v	AT3G21560
v	AT3G01240
v	AT2G07728
v	AT3G52130
v	AT2G15300
v	AT5G13900
v	AT1G71690
v	AT4G27280
v	AT4G19130
v	LHCB2.2
v	AT2G44840
v	AT3G30340
v	AT4G33720
v	AT1G14120
v	ZIP3
v	AT3G21890
v	AT4G29570
v	AT1G32970
v	AT1G60190
v	AT4G17120
v	AT2G34790
v	AT1G18590
v	TOM20_1
v	AHA10
v	AT3G60700
v	AT3G48700
v	AT3G07850
v	AT1G67990
v	AT2G18150
v	AT5G23960
v	COR47
v	AT3G50770
v	AT1G80170
v	AT2G27140
v	AT1G64640
v	AT2G39040
v	AT_HSP17.6A
v	AT1G48070
v	AT3G14225
v	AT1G71160
v	BGL1
v	AT2G18800
v	AT2G46880
v	AT2G02680
v	AT3G47640
v	AT3G46880
v	AT4G12530
v	AT5G22430
v	AT1G47485
v	AT1G68250
v	AT3G47540
v	AT1G43840
v	AT1G30740
v	AT1G62940
v	CYP71B9
v	AT3G26980
v	AT3G57260
v	AT1G07690
v	AT1G50310
v	AT2G31690
v	ATCG00870
v	ELF4
v	ATMG00690
v	AT5G51190
v	AT3G45730
v	AT4G29980
v	AT2G46240
v	AT3G50590
v	AT2G16660
v	AT1G21440
v	AT4CL3
v	AT2G32190
v	CYP71B21
v	AT2G04025
v	AT1G64980
v	AT2G03830
v	CYP76C4
v	CYP715A1
v	AT1G18710
v	AT1G79360
v	AT4G10530
v	AT1G23520
v	ATCG00130
v	AT2G21660
v	AT1G01520
v	AT1G78280
v	AT2G43820
v	AT2G04070
v	SAG13
v	AT2G02630
v	AT1G49230
v	AT3G48570.b
v	ATMLP_300B
v	ACCD
v	AT3G15310
v	AT4G13920
v	AT1G78570
v	AT1G33811
v	AT4G30450
v	AT3G44070
v	ATCEL2
v	AT1G08630
v	AT2G32690
v	AT1G54020
v	ATCG00530
v	AT3G50610
v	AT4G35210
v	CYP722A1
v	CYP98A8
v	AT1G60030
v	AT4G40070
v	AT3G15240
v	AT2G40000
v	AT3G19550
v	AT5G67300
v	AT5G15120
v	AT1G43800
v	ATCG00270
v	AT4G21323
v	AT1G19210
v	AT2G27420
v	AT2G34810
v	AT3G27060
v	AT1G54540
v	ATGSTF14
v	ERF1_2
v	AT5G48570
v	AT5G45210
v	AT5G05250
v	AT1G07120
v	PR1
v	ATCG00770
v	PR_1_LIKE
v	AT2G05050
v	AT3G42570
v	G_TMT
v	ATLUP2
v	AT1G36340
v	AT1G44318
v	AT5G24280
v	AT2G15810
v	AT3G59480
v	AT2G07749
v	AT1G07350
v	AT4G37680
v	AT4G27652
v	AT1G61070
v	AT2G23990
v	ATCG00690
v	AT3G17150
v	AKN2
v	AT3G23230
v	AT1G09180
v	AT5G07130
v	AT1G10800
v	AT5G59570
v	AT3G52180
v	AT1G66400
v	AT1G64160
v	AT2G47000
v	RIC2
v	ATMG01190
v	AT2G01520
v	AT3G07720
v	AT2G39705
v	ATCG01080
v	AT5G63770
v	AT3G03260
v	AT1G03720
v	AT1G14550
v	AT3G23550
v	AT1G71200
v	BON3
v	AT3G13784
v	AT1G03410
v	CYP87A2
v	AT1G70420
v	AT2G41190
v	STK
v	ATEXPA2
v	AT4G34770
v	ARR15
v	AT2G46610
v	AT5G45080
v	AT3G01670
v	AT3G04540
v	ATMPK12
v	AT1G24150
v	AT1G70880
v	AT5G47350
v	AT1G28050
v	AT1G49220
v	AT4G23150
v	AT3G14520
v	AT1G09815
v	A37
v	AT2G18190
v	AT1G30020
v	SDH4
v	AT3G28830
v	ATMG01290
v	AT2G41250
v	AT1G11540
v	BOR1
v	AT1G26790
v	AT2G23970
v	AT2G07674
v	DIN11
v	AT5G10550
v	BAP1
v	AT3G09010
v	AT2G23060
v	AT1G68880
v	AT2G47200
v	AT4G33980
v	AT1G23670
v	AT5G12050
v	AT2G22780
v	AT5G57540
v	AT5G45380
v	AT3G43430
v	AT5G23410
v	AT1G59740
v	AT3G55790
v	AT2G28270
v	AT4G19430
v	AT3G20500
v	CCoAMT
v	ATCG00790
v	AT3G52810
v	AT3G50400
v	ATCSLB01
v	ATMG00160
v	AT1G66800
v	CYP96A3
v	AT2G44830
v	AT3G05800
v	AT1G49450
v	ZIP5
v	AT2G19590
v	AT3G46270
v	AT4G35725
v	AT2G31010
v	CYP83A1
v	AT4G35690
v	AT1G78440
v	ATMG01200
v	AT2G23830
v	ATCG00560
v	AT4G25850
v	AT1G63140
v	AT1G62210
v	AT5G42180
v	AT4G29690
v	MIOX2
v	AT2G30660
v	ARR9
v	AT1G48500
v	AT1G73010
v	AT1G49320
v	RALFL8
v	THI2.1
v	AT4G12400
v	COL2
v	EXL4
v	PKS1
v	AT1G72240
v	AT4G37710
v	AT1G43780
v	AT4G03530
v	AT3G30560
v	HAT2
v	AT3G13370
v	AT3G14395
v	AT2G18210
v	AT1G29440
v	AT1G72020
v	AT1G60590
v	AT4G26460
v	AT1G07260
v	AT1G80670
v	POP1
v	CYP93D1
v	PHT5
v	AT2G04400
v	PHE1
v	ATMG00730
v	AT2G36210
v	EDS1
v	AOX1B
v	AT1G16030
v	AT3G11010
v	AT3G48510
v	ATGSTF11
v	ATHRGP1
v	RNS3
v	AT1G43790
v	AT1G61840
v	AT1G16510
v	AT2G01880
v	AT1G69500
v	AT1G75890
v	AT3G27540
v	AT2G39510
v	AT1G61120
v	AT4G08950
v	GGPS2
v	AT1G36150
v	AT1G60470
v	AT3G11340
v	AT2G43100
v	TRFL3
v	HSP21
v	ATMG01180
v	AT5G18450
v	AT1G76410
v	AT4G25330
v	AT1G22690
v	CYP86C3
v	AT3G59710
v	AT1G66100
v	AT3G08590
v	AT1G61610
v	AT4G27585
v	ATEXPB4
v	ATMG01130
v	AT2G41850
v	AT1G26730
v	AT4G36610
v	AT3G29410
v	AGP5
v	AT1G21140
v	AT1G29500
v	AT1G36180
v	AT4G30140
v	AT4G21850
v	AT2G31860
v	AT5G49350
v	AT4G26880
v	AT1G75050
v	AT1G04645
v	UVR3
v	AT5G07580
v	COL9
v	AT1G10070
v	FLS
v	AT4G12580
v	AT4G08870
v	AT3G44350
v	AT3G27220
v	AT5G13380
v	AT1G03700
v	ATCG00190
v	AT5G01930
v	ATA7
v	AT1G07680
v	AT3G50580
v	AT2G28085
v	AT3G22800
v	AT1G68840
v	AT1G78100
v	AT1G73780
v	AT2G30620
v	AT5G58910
v	AT_HSFA6B
v	AIG1
v	AT1G70720
v	AT2G16365
v	AT5G54370
v	UGT1
v	AT1G06100
v	AT1G14200
v	ATHSP101
v	AT2G14960
v	AT2G19060
v	AT3G11480
v	AT2G15480
v	AT2G18010
v	AT2G42750
v	AT1G10090.b
v	AT1G65560
v	AT3G46660
v	AT3G58550
v	SHD
v	ATLP_3
v	AT2G38320
v	AT4G30830
v	AT1G68670
v	AT1G67910
v	AT5G38320
v	AT1G06260
v	AT2G34610
v	ATHSP17.4
v	AT1G67865
v	DPA
v	ATGLR1.3
v	AT1G55430
v	VGD1
v	AGL8
v	AT2G41730
v	AT1G65570
v	AT5G36150
v	AT3G28810
v	AT1G09090
v	AT1G62570
v	TSA1
v	ATGSTU7
v	AT5G05390
v	AT1G14960
v	AT1G03710
v	MAPKKK17
v	AT5G16960
v	AT1G59530
v	AT1G63310
v	AT5G37490
v	AT3G22620
v	AT2G25680
v	AT3G05150
v	AT4G12470
v	ATCG00420
v	ATCG00140
v	ATOSM34
v	AT2G25625
v	AT2G18360
v	IAA30
v	AT4G02270
v	AT1G73830
v	AT1G53885
v	AT4G33905
v	AT2G40200
v	AT1G79310
v	AT2G24540
v	AT1G27440
v	M17
v	LOX3
v	AT1G15460
v	AT1G15030
v	AT5G42900
v	AT3G12730
v	AT2G29750
v	AT2G41180
v	AT4G34131
v	AT4G10270
v	AT5G16920
v	ATMYB103
v	AT4G29250
v	AT4G27400
v	AT5G24820
v	AT5G24550
v	AT3G61840
v	AT4G11210
v	ST
v	ATCG00210
v	AT5G23220
v	AT5G02550
v	AT1G32940
v	AT4G22610
v	AT1G35250
v	AT1G50110
v	AT2G42530
v	AT2G22510
v	AT4G18280
v	AT1G74450
v	AT3G62720
v	AT4G23280
v	ATMG00980
v	AT1G26410
v	AT4G34410
v	AT1G14360
v	AT5G55490
v	AT1G07450
v	AT1G01940
v	AT4G28870
v	CYP71A13
v	AT2G35710
v	AT5G38180
v	AT5G06640
v	ATCG00860
v	AT3G30180
v	CYP71B6
v	AT5G17870
v	AT1G48940
v	LTP3
v	ELI3_2
v	AT1G30760
v	AT5G38700
v	ATMRP8
v	AT1G13420
v	AT2G06090
v	AT5G57760
v	AT4G21760
v	AT1G21830.b
v	MYB29
v	AT4G00400
v	AT1G08310
v	AT5G28520
v	AT3G50060
v	AT2G07739
v	AT5G02070
v	AT4G04840
v	AT1G05250
v	AT4G21480
v	AT4G18630
v	AT4G35420
v	AT3G18450
v	SRG1
v	UCC1
v	AT4G34850
v	AT4G26220
v	AT1G62760
v	AT1G75830
v	AT1G31180
v	AT2G19190
v	ATMG01370
v	AT1G24100
v	AT5G37940
v	AT4G11000
v	AT3G44140
v	CYP86A4
v	ATCG00800
v	AT1G51830
v	AT1G18270
v	AT1G47410
v	AT3G24500
v	SULTR1_1
v	AT4G30420
v	AT1G74950
v	AT1G75920
v	AT3G28220
v	AT1G07410
v	AT2G33710
v	ATMG00270
v	AT3G14060
v	AT1G15040
v	AT1G54160
v	AT1G18030
v	ATEM6
v	AT5G55720
v	AT5G05270
v	GLP7
v	AT1G05680
v	AT2G04450
v	BXL3
v	AT3G22540
v	AT2G23540
v	AT3G53310
v	AT3G55420
v	AT1G23200
v	APK
v	AT5G38020
v	AT1G09610
v	CYP72A9
v	AT1G19320
v	AT4G24570
v	AT2G41410
v	AT5G47220
v	AT4G20390
v	AT1G49890
v	AT3G50650
v	APX2
v	AT5G20150
v	CYP71B27
v	AT1G02530
v	ATMG00480
v	ATRR3
v	GLP6
v	AT1G24320
v	AT2G30540
v	AT2G25110
v	AT1G21540
v	AT1G26800
v	AT1G23590
v	AT5G61790
v	CYP718
v	AT3G21380
v	ATMG00090
v	AT5G65990
v	AT5G59810
v	AT4G21200
v	AT3G55980
v	AT2G37900
v	AT5G14510
v	ARR21
v	IAA19
v	CCR2
v	AT4G33390
v	BCE2
v	AT2G44380
v	AT1G15520
v	AT2G27830
v	AT1G70080
v	GRP16
v	AT3G14200
v	AT1G55990
v	AT2G38110
v	AT3G23250
v	AT3G03620
v	WRKY58
v	AT2G43550
v	AT4G24890
v	AT4G39110
v	AT4G38840
v	AT1G32960
v	AT2G46750
v	AT5G43620
v	ATCG00720
v	GRP_5
v	AT1G75590
v	AT2G35380
v	AT5G17350
v	AT4G28310
v	AT1G79580
v	AT3G07150
v	STH
v	AT3G17611
v	AT1G68875
v	AT1G23560
v	ATCG00760
v	AT2G15650
v	AT1G23470
v	AT2G34600
v	AT3G03270
v	HIS4
v	AT1G08080
v	AT3G28980
v	AT2G20560
v	AT2G22200
v	ATEXLA2
v	AT1G19025
v	AT5G43410
v	AT3G50220
v	AT4G33790
v	AT2G44370
v	ATCG00780
v	AT1G75860
v	YLS9
v	AT3G47270
v	AT4G28850
v	AT1G76650
v	AT1G19610
v	AT1G64660
v	AT4G11170
v	ASL5
v	AT_HSFA7B
v	ATCG00520
v	AT3G61630
v	AT1G60180
v	ATGSTU11
v	AT1G19680
v	AT1G74770
v	AT2G32790
v	AT5G62730
v	AT3G60270
v	ATMG01270
v	AT2G36780
v	ATGSTU3
v	AT4G04510
v	AT1G13600
v	RKF3
v	AHB1
v	AT2G32060
v	AT5G50140
v	AT4G12030
v	AT2G35480
v	ATCG00150
v	MYB62
v	ATGSTU24
v	AT2G31035
v	AT4G07820
v	AT5G10750
v	AT5G54095
v	AT5G41890
v	AT3G52740
v	SPA1.b
v	AT2G37770
v	AT1G67870
v	AT3G55970
v	AT4G04410
v	AT1G55390
v	AT3G28780
v	ATMG01360
v	AT1G49960
v	ACC1
v	AT5G18000
v	AT4G37295
v	AT1G20030
v	AT4G21730
v	MFP2
v	AT1G20070
v	RHA2B
v	AT2G32460
v	EDS5
v	AT4G19460
v	AT1G13910
v	AT5G15180
v	AT1G02590
v	AT1G23720
v	AT2G24130
v	AT3G55090
v	AT3G28150
v	COPT3
v	AT4G26150
v	AT3G25810
v	AT3G11550
v	AT1G80240
v	AT5G39820
v	CYP98A9
v	AT4G16540
v	AT4G29520
v	AT3G01260
v	AT1G64370
v	AT2G43580
v	AT5G07570
v	AT1G67600
v	AT1G23610
v	AT5G62340
v	FLA6
v	AT1G03610
v	AT1G07050
v	AT3G23190
v	HKT1
v	AT1G17010
v	AT1G09350
v	AT5G04310.b
v	AT5G48880
v	FLA11
v	AT4G28500
v	AT3G07090
v	LRX2
v	AT2G45920
v	AT5G18600
v	AT3G61930
v	AT3G47420
v	AT2G21640
v	AT4G23590
v	JAR1
v	ATEXPA15
v	SPL5
v	AT1G79770
v	AT3G28580
v	AT1G29050
v	AT1G04800
v	MYB108
v	AT1G80760
v	AT3G47380
v	AT1G52190
v	AT1G05880
v	ATCG00650
v	CYP82C4
v	ATMYB21.b
v	AT3G23460
v	ATCG00550
v	AT3G46620
v	AT1G61630
v	AT4G23310
v	AT1G03660
v	AT1G79410
v	ATCG00510
v	AT1G02450
v	PGA4
v	AT2G10640
v	EBF2
v	AT3G62260
v	AT4G27170
v	AT1G74460
v	LHY
v	ATCG00490
v	AT4G28140
v	AT2G23630
v	PAD4
v	AT1G31320
v	AT1G47230
v	AT1G43630
v	AT2G06255
v	AT2G42060
v	AT3G47240
v	AHP6
v	AT2G35770
v	AT4G32250
v	AT2G45130
v	AT1G07740
v	HEMA2
v	CYP86C1
v	AT2G46600
v	AT2G07000
v	BG3
v	ATEXPA4
v	TCH4
v	AT5G41040
v	UPM1
v	ATA1
v	AT1G35310
v	AtSerat2_1
v	AT5G62080
v	AT2G27260
v	AT2G32120
v	AT1G13440
v	AT1G42370
v	AT4G11180
v	AT2G24400
v	BAN
v	AT2G05890
v	RGP3
v	AT2G27370
v	AT4G25380
v	AT5G44550
v	AT5G40260
v	AT5G50740
v	AT1G65880
v	NRPD1b.b
v	AAC1
v	ANR1
v	AT2G43880
v	AT1G24430
v	AT4G23060
v	AT4G22640
v	AT1G01320.b
v	AT1G43205
v	AT3G25020
v	AT1G21340
v	SYP124
v	AT1G32870
v	AT1G16370
v	AT3G54520
v	AT1G63550
v	AT1G65860
v	AT1G50650
v	AT2G36440
v	ATCG00040
v	AT3G23120
v	AT1G26560
v	AT3G57250
v	AT1G34040
v	MTPB1
v	AIR1
v	ATEXPA1
v	AT2G44690
v	AT4CL1
v	ATHCHIB
v	GASA5
v	AT2G44745
v	AT2G44260
v	KAK
v	AT4G18670
v	AT4G02090
v	AT3G04200
v	AT3G11370
v	AT1G36460
v	AT3G48650
v	RXF12
v	SEX1
v	UXS3
v	PAP2
v	AT1G15330
v	AT2G39430
v	AT4G28703
v	ATPSK2
v	AT3G53250
v	ARF9
v	AGL14
v	AT1G28375
v	AT1G16530
v	AT2G03850
v	AT2G18660
v	AT4G10500
v	AT1G02720
v	AT2G43060
v	AT2G43150
v	AT4G15660
v	AT4G22530
v	TSF
v	AT3G26480
v	AT1G20180
v	LTP12
v	ATDMC1
v	ATMG00940
v	AT2G37430
v	AT3G04150
v	AT1G20120
v	ATGSTF4
v	AT5G42760
v	AT2G37720
v	CYP705A12
v	AT3G57540
v	AT4G21490
v	AT1G76640
v	AT1G02820
v	GGPS6
v	AT3G23295
v	AT2G29380
v	AT2G47120
v	CIPK5
v	AT1G44050
v	AAP4
v	ATCLH1
v	AT5G23840
v	AT2G20670
v	AT5G43450
v	AT4G28110
v	YLS5
v	AT5G51760
v	AT3G13672
v	AT1G26420
v	AT1G09950
v	AT4G22270
v	AT4G18540
v	CYP77A6
v	ATMG00280
v	AT5G01190
v	AT1G19200
v	ATCG00340
v	AT1G21890
v	AT1G32830
v	AT2G31230
v	CYP86C4
v	AT5G22250
v	AT5G59700
v	AT5G06730
v	AT1G33340
v	AT1G17380
v	AT1G32920
v	AT4G34300
v	AT5G14180.b
v	AT3G20450
v	AT3G56610
v	AT2G42760
v	AT3G01840
v	AT2G17280
v	AT5G10380
v	AT4G00680
v	AT1G79680
v	AT3G24090
v	AT1G78530
v	CYP76C3
v	ATCG00380
v	ATGSTU26
v	SQD2
v	AT1G26710
v	AT2G48140
v	AT2G41160
v	ATCG00360
v	CYP86A2
v	AT1G17870
v	AT1G76470
v	AT2G48130
v	AT2G16130
v	AT4G24280
v	AT1G22480
v	AT1G30820
v	AT2G01610
v	AT1G32450
v	AT1G79620
v	AT1G14780
v	AT2G38010
v	CYP79B2
v	AT1G64590
v	AT4G15370
v	AT3G26880
v	AT1G54570
v	AT2G23120
v	AT1G73290
v	AT1G09550
v	AT5G58784
v	LAC1
v	CTF2A
v	AT3G05390
v	AT2G07250
v	AT2G07360.b
v	RNS1
v	AT5G63420
v	AT4G31020
v	AT3G27400
v	AT3G02020
v	AT4G12410
v	AT2G14060
v	AT2G47670
v	AT3G20460
v	AT1G30530
v	AT2G14772
v	AT3G28790
v	AT1G19570
v	AT1G49780
v	AT1G52470
v	ATCG00820
v	AT4G29270
v	AT1G17665
v	ATCG00180
v	AT5G04950
v	AT1G09250
v	ATECP63
v	BIP
v	AT5G52690
v	MYB95
v	AT4G23000
v	QRT3
v	AT3G22930
v	APL4
v	AT5G55420
v	AT5G13580
v	AT4G33560
v	AT3G12820
v	WRKY67
v	ARF1.b
v	AT1G22370
v	AT2G18600
v	AT5G59305
v	AT4G27657
v	ATGSTF3
v	ATCG00600
v	AT3G56040
v	AT3G44190
v	AT4G12890
